Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Negative Regulation Of Defense Response (GO:0031348),-0.0594758064516129,-0.16887595886866408,0.6271929824561403,1.0,1.0,15/15,100.00%,ELANE;SAA1;TYRO3;PRKCD;MAPKBP1;PPARD;APOE;CDH5;YWHAZ;PROC;APOA1;ADIPOQ;TEK;SIRPA;GBA1
prerank,Cellular Response To Tumor Necrosis Factor (GO:0071356),-0.059445843828715365,-0.16851967100007145,0.6010989010989011,1.0,1.0,14/14,100.00%,RPS3;CD58;ASAH1;ACTN4;TMSB4X;CRHBP;CCL14;ILK;CHI3L1;EIF5A;HYAL1;LIMS1;CCL5;GBA1
prerank,Calcium Ion Transmembrane Transport (GO:0070588),-0.04312938816449348,-0.16806248231125714,0.8336798336798337,1.0,1.0,5/5,100.00%,CACNA2D1;GAS6;LETM1;FKBP1A;CLU
prerank,Regulation Of Actin Cytoskeleton Reorganization (GO:2000249),-0.043151028600100345,-0.1663027882869575,0.8270042194092827,1.0,1.0,6/6,100.00%,CSF1R;ARHGDIA;ARHGDIB;TEK;RNH1;CLU
prerank,Positive Regulation Of Lymphocyte Proliferation (GO:0050671),-0.05385002516356316,-0.16583705747113883,0.688113413304253,1.0,1.0,12/12,100.00%,LEP;PTPRC;FCGR3A;ANXA1;PNP;VCAM1;TFRC;IL6ST;BST1;LILRB2;CCL5;PDCD1LG2
prerank,Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),-0.04515805318615153,-0.16522283944857155,0.8246887966804979,1.0,1.0,6/6,100.00%,HSPE1;PTGES3;HSPA5;HSPA8;ST13;HSPA13
prerank,Golgi Vesicle Transport (GO:0048193),-0.08422120750887874,-0.16518035495856245,0.5555555555555556,1.0,1.0,28/28,100.00%,VAPB;TRIP11;PDCD6;MIA3;RAB1A;COPB2;RAB8B;COPA;DNM2;GABARAPL2;SNAP23;SNX12;NBAS;EHD3;PITPNB;NAPA;ARF4;ARF5;TFG;RAB1B;RAB6A;HYOU1;LMAN1;ZW10;COG4;SGSM2;LMAN2;RAB8A
prerank,Negative Regulation Of Lymphocyte Proliferation (GO:0050672),-0.05382293762575453,-0.16338900632954628,0.7089151450053706,1.0,1.0,11/11,100.00%,SDC4;TNFRSF13B;MNDA;HLA-DRB1;CR1;SPN;SFTPD;VSIG4;GPNMB;LILRB2;PDCD1LG2
prerank,Membrane Fusion (GO:0061025),-0.04014049172102358,-0.1623091969289358,0.8280922431865828,1.0,1.0,6/6,100.00%,SNAP23;DNM1L;GCA;NAPA;NSFL1C;DPP4
prerank,Intracellular Calcium Ion Homeostasis (GO:0006874),-0.06562342251388188,-0.16222263434206446,0.5689277899343544,1.0,1.0,18/18,100.00%,ELANE;VAPB;ATP2B2;STC2;CXCL12;ANXA6;BAX;TPT1;PRKACA;ATP1B1;CALR;CCL14;CDH5;F2;CDH23;YWHAE;LETM1;CCL5
prerank,Cellular Response To Hydrogen Peroxide (GO:0070301),-0.043172690763052204,-0.16148778100121308,0.806998939554613,1.0,1.0,7/7,100.00%,RPS3;ANXA1;PRKCD;CAT;FABP1;SIRPA;CLU
prerank,Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032),-0.043194374686087396,-0.16000471645857398,0.7744994731296101,1.0,1.0,8/8,100.00%,TWF2;CAPZB;FSCN1;DMTN;RAC1;RDX;PODXL;CLU
prerank,Calcium Ion Transport (GO:0006816),-0.043216080402010054,-0.15965375573544632,0.7667731629392971,1.0,1.0,9/9,100.00%,ATP2B2;TPT1;SLC3A2;CACNA2D1;CDH23;GAS6;CCL5;FKBP1A;CLU
prerank,Epithelial Cell-Cell Adhesion (GO:0090136),-0.043630892678034106,-0.15941183754248697,0.8397104446742503,1.0,1.0,5/5,100.00%,VCL;JUP;DSP;KIT;THBS4
prerank,Release Of Cytochrome C From Mitochondria (GO:0001836),-0.043172690763052204,-0.15937499640804179,0.814122533748702,1.0,1.0,7/7,100.00%,SFN;BID;DNM1L;BAX;SOD2;GGCT;CLU
prerank,Chaperone-Mediated Protein Complex Assembly (GO:0051131),-0.043172690763052204,-0.15896213404904544,0.8243953732912723,1.0,1.0,7/7,100.00%,HSPD1;HSP90AB1;CCT2;PTGES3;HSP90AA1;HSPA4;CLU
prerank,Monoatomic Cation Transmembrane Transport (GO:0098655),-0.043194374686087396,-0.15840289900906326,0.7669172932330827,1.0,1.0,8/8,100.00%,ATP6V1B2;SLC12A6;ATP5F1B;ATP1B1;ATP6V1A;GAS6;FKBP1A;CLU
prerank,Inorganic Cation Transmembrane Transport (GO:0098662),-0.043194374686087396,-0.15840289900906326,0.7669172932330827,1.0,1.0,8/8,100.00%,ATP6V1B2;SLC12A6;ATP5F1B;ATP1B1;ATP6V1A;GAS6;FKBP1A;CLU
prerank,Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407),-0.043194374686087396,-0.1582278617602272,0.7913135593220338,1.0,1.0,8/8,100.00%,MMP8;HSP90AB1;DDAH2;HSP90AA1;HBB;CD36;ASS1;CLU
prerank,Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429),-0.043194374686087396,-0.1582278617602272,0.7913135593220338,1.0,1.0,8/8,100.00%,MMP8;HSP90AB1;DDAH2;HSP90AA1;HBB;CD36;ASS1;CLU
prerank,Negative Regulation Of Blood Coagulation (GO:0030195),-0.07023749368367863,-0.15743427326628914,0.5757575757575758,1.0,1.0,20/20,100.00%,SERPINE1;PDGFA;GP1BA;F12;APOH;FGG;FGA;APOE;VTN;PLG;SERPINF2;PROC;KRT1;KNG1;CPB2;FGB;F11;F2;SERPINE2;TFPI
prerank,Response To Tumor Necrosis Factor (GO:0034612),-0.059505799293999,-0.15736882003393127,0.5862831858407079,1.0,1.0,16/16,100.00%,SMPD1;ADAM10;RPS3;CD58;ASAH1;CRHBP;CCL14;MAP2K7;CHI3L1;SELE;ADIPOQ;CASP3;HYAL1;CXCL16;CCL5;GBA1
prerank,'De Novo' Post-Translational Protein Folding (GO:0051084),-0.04522613065326633,-0.15694636135482243,0.7791798107255521,1.0,1.0,9/9,100.00%,UGGT1;HSPE1;ENTPD5;CCT2;PTGES3;HSPA5;HSPA8;ST13;HSPA13
