log2FC	AveExpr	t	pvalue	adj_pvalue	B	Protein	comparison	confounders
1.4483336639283744	2.7130210924307194	5.4632674116153614	6.19921106211209e-7	0.001239842212422418	5.42849113877045	CDHR2	Sex: M vs F	country, cancer_type
0.5973607580815861	0.5741696203992213	4.36175127253677	4.176025378498031e-5	0.04176025378498031	1.8590429001213877	GGT7	Sex: M vs F	country, cancer_type
0.4456887542296164	0.3692395569802824	4.179995892364379	8.008480710962887e-5	0.053389871406419244	1.308223531698279	TTN	Sex: M vs F	country, cancer_type
-0.8169917431291198	5.248889654539082	-3.9129302489484603	2.0295685094194927e-4	0.10147842547097463	0.5234211525777619	PZP	Sex: M vs F	country, cancer_type
0.8111458888836967	1.3133624459335245	3.8063288126352073	2.914016362379781e-4	0.11656065449519123	0.21893479714775577	FTH1	Sex: M vs F	country, cancer_type
0.7112333168068452	1.1718820374735714	3.665638841342352	4.65617419317945e-4	0.15520580643931497	-0.1747533751835526	GGT1	Sex: M vs F	country, cancer_type
0.7153157877943925	0.6756664774189203	3.5560526076234154	6.660106377429329e-4	0.18108038296415613	-0.474691451444353	MMP3	Sex: M vs F	country, cancer_type
0.7501384354964092	0.6481990723373721	3.5300701491734867	7.243215318566245e-4	0.18108038296415613	-0.5449158022602241	IVL	Sex: M vs F	country, cancer_type
-0.25027709069563575	0.8734177215189873	-3.3515448297742494	0.0012765674284648662	0.2816271462150211	-1.0178792844463969	IMMT	Sex: M vs F	country, cancer_type
0.6506878181594138	0.7187492857789332	3.320061538240413	0.0014081357310751056	0.2816271462150211	-1.0995140663032563	HLA-DRB1	Sex: M vs F	country, cancer_type
0.1286225786202424	4.3935345853279895	3.2311999603473027	0.001851636026575751	0.33666109574104564	-1.3269696105820161	NCAM1	Sex: M vs F	country, cancer_type
0.2403208708555017	0.8227848101265823	3.1484473953253866	0.002379561805054745	0.3898290065430457	-1.5347777527130306	PRG2	Sex: M vs F	country, cancer_type
0.34905129383244904	0.4430379746835443	3.1250933500788007	0.002552253829185892	0.3898290065430457	-1.592711021487795	FBP2	Sex: M vs F	country, cancer_type
-0.4111243705842804	0.6911963608781647	-3.102695444954231	0.00272880304580132	0.3898290065430457	-1.6479737314304703	IGLV8-61	Sex: M vs F	country, cancer_type
0.6278262004763712	0.37258971529028756	3.05590511398409	0.003134966949008142	0.4179955932010856	-1.7624682056726506	MYOM3	Sex: M vs F	country, cancer_type
0.32935379286913646	0.46835443037974683	2.954998356926473	0.0042093919106842214	0.5261739888355277	-2.004930123043705	LTBP4	Sex: M vs F	country, cancer_type
0.505937319721816	1.5108031426302342	2.8383320091639606	0.005871841527315339	0.6908048855665104	-2.277487812405529	HEXA	Sex: M vs F	country, cancer_type
