log2FC	AveExpr	t	pvalue	adj_pvalue	B	Protein	comparison	confounders
1.382974515689034	2.672656919426092	6.283183621428683	6.9887191118182185e-9	1.3977438223636437e-5	9.66757759156771	CDHR2	Sex: M vs F	country, cancer_type, TP, toxicity
-0.6926360368206215	5.239693939495696	-4.824779283583802	4.587920119280328e-6	0.0045879201192803275	3.893720393751628	PZP	Sex: M vs F	country, cancer_type, TP, toxicity
0.6328367312140565	1.2562482117825255	3.940024728888718	1.4416113965945158e-4	0.05862721714622323	0.8508744009026845	GGT1	Sex: M vs F	country, cancer_type, TP, toxicity
0.44400026772829937	0.6388046611880708	3.929497898305342	1.4979615579005254e-4	0.05862721714622323	0.8172695293802761	GGT7	Sex: M vs F	country, cancer_type, TP, toxicity
0.6428584128642566	0.7347559992511754	3.8914966646968705	1.7193831174273222e-4	0.05862721714622323	0.6965064501036853	MMP3	Sex: M vs F	country, cancer_type, TP, toxicity
0.1226170625920604	4.381874822603739	3.834572898780542	2.110291578955924e-4	0.05862721714622323	0.5172303308713673	NCAM1	Sex: M vs F	country, cancer_type, TP, toxicity
0.6536271485135082	0.7221131764009239	3.7826432920121285	2.539518509575493e-4	0.05862721714622323	0.35539707954747435	IVL	Sex: M vs F	country, cancer_type, TP, toxicity
0.26173689859876725	1.059487711937745	3.776445577778132	2.5959694396314784e-4	0.05862721714622323	0.33619274791181386	EPHA1	Sex: M vs F	country, cancer_type, TP, toxicity
-0.3840423173408726	0.584911440751304	-3.7560049822439066	2.790722818528549e-4	0.05862721714622323	0.27302275601123593	PSMD13	Sex: M vs F	country, cancer_type, TP, toxicity
0.3480091646791663	1.7509173155601507	3.7279227423751093	3.08101714637134e-4	0.05862721714622323	0.18665788966370211	SUSD5	Sex: M vs F	country, cancer_type, TP, toxicity
0.5147140024492924	1.5051573985818367	3.7148552561974824	3.2256669041125257e-4	0.05862721714622323	0.14663669158572645	HEXA	Sex: M vs F	country, cancer_type, TP, toxicity
-0.37570947822151635	0.8711354874531462	-3.6900920505030714	3.517633028773394e-4	0.05862721714622323	0.07108771819593951	LEP	Sex: M vs F	country, cancer_type, TP, toxicity
0.5893843112897086	1.3956245926581994	3.5864540043823387	5.033928614294919e-4	0.07744505560453722	-0.24090376288497062	FTH1	Sex: M vs F	country, cancer_type, TP, toxicity
0.12124148515911726	2.3490518382239047	3.4749494793920372	7.34552373160899e-4	0.10493605330869986	-0.5688863948047391	CTSZ	Sex: M vs F	country, cancer_type, TP, toxicity
0.5670824955933145	0.8096416032148799	3.3270867466511667	0.0011972249934664799	0.15862993046478496	-0.99120659432021	HLA-DRB1	Sex: M vs F	country, cancer_type, TP, toxicity
0.8076806360928532	1.4941766945792523	3.295415832291182	0.0013267598846901834	0.15862993046478496	-1.0797577314564544	PM20D1	Sex: M vs F	country, cancer_type, TP, toxicity
0.5366754460529675	0.34108787033177757	3.2904195336734556	0.0013483544089506723	0.15862993046478496	-1.0936650999912318	MYOM3	Sex: M vs F	country, cancer_type, TP, toxicity
0.29640983348105215	0.3453804025607073	3.235087326506272	0.001610516523008891	0.17453453585238315	-1.2465447075841567	TTN	Sex: M vs F	country, cancer_type, TP, toxicity
-0.19839383077498346	0.1271186440677966	-3.2259610375543883	0.00165807809059764	0.17453453585238315	-1.271558396774478	APLP2	Sex: M vs F	country, cancer_type, TP, toxicity
0.27486710415925186	0.3474576271186441	3.143006561824226	0.002154564725323862	0.2154564725323862	-1.4962795584877098	SIAE	Sex: M vs F	country, cancer_type, TP, toxicity
0.31111376772074484	0.9079138773081009	3.005277289590635	0.0032934737750255996	0.30875140129630496	-1.8587131954578338	LMAN1	Sex: M vs F	country, cancer_type, TP, toxicity
0.2810402280568312	0.4576271186440678	2.995131869125897	0.0033962654142593546	0.30875140129630496	-1.8848766691508283	FBP2	Sex: M vs F	country, cancer_type, TP, toxicity
0.16340393324106528	1.5520072039031982	2.9664117157121197	0.0037035231052832554	0.32204548741593525	-1.9585399172354339	PSMB9	Sex: M vs F	country, cancer_type, TP, toxicity
0.17621375174167886	3.2947249676435413	2.9245817291876137	0.0041970479848529784	0.3497539987377482	-2.0647613199237322	CDH2	Sex: M vs F	country, cancer_type, TP, toxicity
-0.1811206483833272	0.8728813559322034	-2.9006755070304178	0.004505579918287876	0.3604463934630301	-2.124896649297264	IMMT	Sex: M vs F	country, cancer_type, TP, toxicity
-0.1395716296798981	3.6295139202666498	-2.856453642723703	0.005131800813832364	0.3947539087563357	-2.2350333987730076	ENPP2	Sex: M vs F	country, cancer_type, TP, toxicity
0.32743631966437503	1.84972466829781	2.8315109236516864	0.005519247858438875	0.40883317469917596	-2.296520173505079	AGRN	Sex: M vs F	country, cancer_type, TP, toxicity
0.22306115555153072	2.7949773107085116	2.767721929514734	0.006634892493739851	0.47392089240998936	-2.451671050652103	NRCAM	Sex: M vs F	country, cancer_type, TP, toxicity
0.29727026679634494	0.979227754420633	2.7239100529972418	0.007516337095559241	0.5019644514483471	-2.556473594021979	CDH23	Sex: M vs F	country, cancer_type, TP, toxicity
0.15610530233511488	3.1573895130306555	2.723293542189084	0.007529466771725207	0.5019644514483471	-2.557938071658275	MET	Sex: M vs F	country, cancer_type, TP, toxicity
0.15551701830072484	0.8559322033898306	2.702474558228313	0.007985268011576153	0.5125319847653915	-2.607224014270914	PRG2	Sex: M vs F	country, cancer_type, TP, toxicity
0.2534630708569955	0.8752899365690195	2.6878614742711973	0.008320009671901966	0.5125319847653915	-2.6416230029706558	SEMA3G	Sex: M vs F	country, cancer_type, TP, toxicity
0.4549605875315843	1.3123165740163922	2.6820439038270734	0.00845677774862896	0.5125319847653915	-2.655272531311216	IGHD	Sex: M vs F	country, cancer_type, TP, toxicity
-0.21001771327011898	0.2542372881355932	-2.639668883326754	0.009516080473202777	0.5140119375778206	-2.7539204682256186	TOR3A	Sex: M vs F	country, cancer_type, TP, toxicity
0.23617773553882548	0.423728813559322	2.617862220483774	0.010106717176677382	0.5140119375778206	-2.804152828051163	GFRA2	Sex: M vs F	country, cancer_type, TP, toxicity
0.1890561845704224	0.8220338983050848	2.6116172845682812	0.010281853650957804	0.5140119375778206	-2.8184712875734026	AHCYL1	Sex: M vs F	country, cancer_type, TP, toxicity
0.14349648237742177	0.09322033898305085	2.6072678760017802	0.010405443783899213	0.5140119375778206	-2.8284260197433184	TNNC1	Sex: M vs F	country, cancer_type, TP, toxicity
