Protein	coef	HR	pvalue	CI_lower	CI_upper	adj_pvalue
CDHR2	-0.031950391262103604	0.9685546296601589	0.8160251620846529	0.7400000328311257	1.267700039210957	0.8160251620846529
PZP	0.23613306685450222	1.2663428072100225	0.5397235668182501	0.5953665233145362	2.6935073481203355	0.8160251620846529
