Protein	coef	HR	pvalue	CI_lower	CI_upper	adj_pvalue
CDHR2	-0.031950391262103604	0.9685546296601589	0.8160251620846529	0.7400000328311257	1.267700039210957	0.899990856252222
GGT7	-0.037436614048435776	0.9632554726505224	0.899990856252222	0.5372514992690052	1.7270516822263822	0.899990856252222
