Protein	coef	HR	pvalue	CI_lower	CI_upper	adj_pvalue
PFKFB3	-0.6234316958952624	0.5361015398172498	0.25836901359516307	0.18185985374496189	1.580364522878587	0.7751070407854892
PIEZO2	14.928792552236631	3044333.5014746836	0.9960906868524094	0.0	inf	0.9960906868524094
PDCD1	-14.945847229292834	3.229245186921093e-07	0.995128822334027	0.0	inf	0.9960906868524094
